Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Loan_Term_Months,Num_Credit_Lines,Home_Ownership,Loan_Purpose,Marital_Status,Education,Has_CoSigner,Previous_Defaults,Default
38,24284.45,40971.65,618,4.6,0.272,48,5,Rent,Home Improvement,Married,Bachelor,1,0,0
53,51720.21,39715.28,785,6.3,0.716,48,4,Mortgage,Education,Married,Master,0,0,0
31,41796.87,25668.68,689,0.3,0.446,36,2,Mortgage,Auto,Single,Master,1,0,0
39,67051.57,1614.87,648,2.8,0.48,36,0,Rent,Auto,Married,High School,1,0,1
61,47100.82,40346.57,900,1.4,0.302,24,7,Own,Medical,Single,Master,0,0,0
32,54314.02,23302.85,642,7.1,0.278,24,6,Rent,Auto,Married,Bachelor,0,0,0
61,21770.45,54419.95,631,10.3,0.287,48,6,Own,Auto,Married,Master,0,0,0
48,126022.84,31768.33,536,1.7,0.193,12,5,Own,Debt Consolidation,Divorced,High School,0,0,1
33,45156.03,40329.56,630,0.5,0.298,12,2,Mortgage,Home Improvement,Married,Master,1,0,1
47,69479.95,24712.35,577,1.5,0.438,24,3,Rent,Debt Consolidation,Single,Master,0,0,0
51,32271.96,34340.66,702,0.5,0.135,24,4,Rent,Auto,Single,High School,0,0,0
47,57182.6,53953.97,767,1.9,0.344,36,4,Rent,Home Improvement,Married,High School,0,0,1
21,25554.73,15546.46,539,3.9,0.261,36,2,Own,Education,Married,Bachelor,0,0,0
31,61453.37,4444.57,804,18.2,0.461,24,1,Rent,Medical,Single,Bachelor,0,1,0
37,41028.12,10772.77,638,2.5,0.1,24,4,Rent,Debt Consolidation,Single,Master,0,0,0
39,49741.52,17552.68,562,1.2,0.468,12,9,Mortgage,Medical,Single,Master,0,0,1
47,69493.4,14078.74,718,0.9,0.396,36,6,Mortgage,Auto,Single,Bachelor,0,0,0
42,26469.01,5582.58,609,0.9,0.231,48,2,Rent,Auto,Divorced,High School,0,0,1
23,34813.28,4265.24,642,1.1,0.415,24,3,Own,Home Improvement,Single,Master,1,1,1
44,61615.09,7952.06,613,7.2,0.107,48,3,Rent,Education,Married,Bachelor,0,0,0
47,139959.83,23515.56,576,0.3,0.233,12,6,Rent,Medical,Married,Bachelor,0,0,0
46,45750.54,40385.97,715,29.8,0.687,12,4,Mortgage,Auto,Single,Bachelor,0,0,0
52,65878.54,25376.97,624,3.7,0.255,36,5,Rent,Medical,Single,Master,1,0,0
50,46467.77,28006.7,520,3.9,0.236,36,6,Mortgage,Medical,Divorced,PhD,0,2,0
45,129459.43,12624.93,699,2.2,0.361,24,7,Mortgage,Home Improvement,Married,High School,0,0,0
39,20463.32,3946.33,541,5.9,0.222,24,2,Rent,Home Improvement,Divorced,High School,1,1,1
21,51395.74,9714.22,546,3.2,0.332,12,5,Rent,Auto,Single,High School,0,0,0
45,21746.93,11146.32,757,2.0,0.312,48,3,Mortgage,Auto,Married,Master,0,1,0
42,15000.0,730406.2076883637,542,1.5,0.312,36,4,Mortgage,Medical,Single,Bachelor,0,0,0
43,56881.82,13881.14,441,13.0,0.141,24,6,Mortgage,Education,Single,High School,0,0,0
24,52562.01,18196.67,706,1.7,0.381,48,1,Rent,Debt Consolidation,Married,Bachelor,0,1,0
27,42513.69,24272.78,622,2.9,0.174,12,7,Own,Auto,Married,Bachelor,0,0,0
52,46485.84,10996.32,630,2.2,0.271,24,3,Rent,Medical,Single,High School,0,0,0
39,230763.74,3524.06,621,0.5,0.17,24,1,Own,Education,Single,High School,0,1,0
48,43084.23,9527.96,670,1.0,0.3,24,5,Rent,Medical,Single,High School,0,0,1
40,63263.4,13774.82,582,1.1,0.323,12,6,Own,Business,Single,Bachelor,0,0,0
40,35430.12,31444.07,782,5.9,0.274,60,5,Mortgage,Education,Married,Bachelor,0,1,0
51,56818.44,8978.02,517,2.6,0.201,60,4,Rent,Business,Married,Bachelor,0,1,0
33,43515.97,19125.55,690,7.6,0.167,36,7,Rent,Education,Married,Bachelor,0,0,0
41,39924.31,16367.64,707,6.2,0.018,36,3,Own,Debt Consolidation,Married,Bachelor,1,0,0
34,121716.43,13776.65,581,1.1,0.358,36,3,Mortgage,Home Improvement,Married,Bachelor,0,0,0
34,88308.57,25626.27,557,4.1,0.167,36,4,Mortgage,Debt Consolidation,Married,PhD,0,1,0
36,52489.76,8411.97,741,6.8,0.452,48,3,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
42,15489.13,8931.77,560,5.0,0.381,36,1,Rent,Auto,Married,High School,1,0,0
34,40924.96,13248.89,595,4.6,0.21,24,5,Own,Medical,Single,PhD,0,0,0
55,189380.55,8534.72,729,6.7,0.13,24,3,Own,Education,Single,High School,0,1,0
29,43681.03,19064.98,653,0.3,0.198,60,2,Own,Debt Consolidation,Divorced,Bachelor,0,0,0
37,,8109.29,488,6.6,0.591,12,1,Own,Education,Single,Master,0,0,0
34,100807.82,15652.92,807,1.6,0.408,60,5,Own,Home Improvement,Married,Master,1,1,0
57,,12455.02,602,4.2,0.225,48,3,Rent,Medical,Married,Bachelor,0,1,0
42,32179.64,15528.75,613,1.4,0.129,36,2,Own,Education,Married,High School,0,0,0
52,15000.0,9683.52,673,9.1,0.298,24,8,Own,Auto,Single,Bachelor,0,0,0
22,69015.17,10536.9,706,3.3,0.229,36,2,Mortgage,Business,Single,Master,0,0,0
43,32618.08,14288.45,826,5.1,0.439,36,4,Rent,Debt Consolidation,Married,Master,0,0,0
50,53534.16,15389.68,500,7.9,0.091,48,2,Rent,Education,Married,Master,1,0,0
40,26241.3,13320.49,724,11.3,0.302,48,7,Rent,Medical,Married,High School,0,0,0
52,42932.36,44079.66,716,6.6,0.587,36,8,Own,Business,Married,Master,0,0,0
33,49854.27,6677.4,637,0.8,0.245,36,6,Own,Education,Single,Bachelor,0,0,0
56,56066.67,12772.6,720,9.6,0.082,48,5,Mortgage,Auto,Married,Master,0,0,0
67,28073.71,4440.22,734,4.8,0.239,60,4,Own,Home Improvement,Single,Bachelor,0,0,0
35,89183.87,17334.55,525,4.7,0.221,60,5,Rent,Education,Single,Bachelor,0,0,0
34,36371.93,6120.06,807,12.7,0.179,36,4,Rent,Auto,Married,Bachelor,0,1,0
57,21221.4,10994.86,509,1.4,0.271,12,6,Own,Home Improvement,Married,Bachelor,1,0,0
58,46420.12,10296.46,547,1.4,0.307,12,3,Mortgage,Home Improvement,Married,High School,0,0,0
33,49870.64,16262.61,626,3.6,0.451,36,7,Rent,Home Improvement,Married,Master,0,0,0
34,53119.25,9072.89,823,6.9,0.346,48,7,Rent,Auto,Married,Master,0,0,0
36,96864.29,8806.86,622,3.0,0.395,36,4,Rent,Debt Consolidation,Single,Master,1,0,0
23,43554.82,36501.17,647,5.0,0.364,48,4,Rent,Business,Divorced,High School,0,1,1
28,46174.83,16304.51,778,3.0,0.099,48,2,Mortgage,Medical,Married,High School,0,0,0
27,28237.55,9020.58,622,4.7,0.286,12,12,Rent,Debt Consolidation,Divorced,High School,0,0,0
30,73885.86,11208.37,543,8.6,0.358,60,4,Rent,Debt Consolidation,Married,Bachelor,1,0,0
39,53752.99,42266.43,612,1.0,0.409,36,3,Mortgage,Medical,Single,High School,0,1,0
42,39734.94,11331.99,773,5.9,0.592,12,4,Mortgage,Medical,Married,Master,1,0,0
58,18914.09,8246.19,656,7.7,0.216,48,3,Rent,Business,Married,Bachelor,1,0,0
28,100932.38,8270.93,823,3.0,0.209,60,4,Rent,Education,Single,Bachelor,0,2,0
51,26533.41,9096.19,716,2.0,0.309,48,4,Mortgage,Debt Consolidation,Married,Master,0,1,0
37,36474.22,8811.84,591,0.1,0.197,48,5,Mortgage,Business,Divorced,High School,0,1,0
39,58640.0,5454.77,654,8.0,0.133,60,9,Own,Debt Consolidation,Single,Master,1,1,0
48,26949.53,6081.82,573,2.0,0.148,36,4,Rent,Education,Single,Master,1,0,0
26,23231.05,7476.17,589,2.2,0.209,48,5,Mortgage,Education,Married,Bachelor,0,1,0
44,16950.05,20213.37,850,2.0,0.062,24,2,Mortgage,Medical,Married,High School,0,0,0
41,70297.99,10230.55,741,3.5,0.6,24,5,Mortgage,Home Improvement,Married,High School,1,0,0
45,37324.56,11556.31,727,6.1,0.234,48,4,Rent,Business,Married,High School,0,0,0
43,211850.27,32502.15,593,7.4,0.232,48,1,Mortgage,Business,Single,High School,0,0,0
69,29816.66,33074.07,791,2.5,0.318,36,5,Own,Home Improvement,Single,Bachelor,0,0,1
32,30923.59,10965.54,748,5.4,0.051,36,5,Rent,Education,Married,High School,0,0,0
33,36949.36,8590.36,819,6.4,0.549,60,6,Own,Debt Consolidation,Divorced,High School,0,0,0
32,55357.49,7294.67,814,1.8,0.337,36,5,Own,Home Improvement,Divorced,High School,0,0,0
33,38750.48,21697.3,516,0.5,0.276,60,2,Own,Education,Single,Bachelor,1,0,1
32,66580.44,11576.18,550,11.3,0.361,60,7,Mortgage,Home Improvement,Single,Bachelor,0,0,0
54,30052.64,10192.97,559,5.7,0.274,48,3,Mortgage,Auto,Divorced,High School,0,0,0
57,24568.1,7558.55,565,5.2,0.29,12,2,Rent,Debt Consolidation,Divorced,High School,0,0,0
33,19948.17,7794.97,679,0.3,0.278,24,2,Own,Home Improvement,Married,High School,1,0,0
30,16126.4,16714.65,598,8.5,0.075,36,7,Rent,Education,Married,Bachelor,0,0,0
45,37834.08,5319.81,836,4.2,0.232,48,5,Own,Education,Married,Bachelor,0,0,0
33,42171.92,26806.73,821,9.4,0.332,36,1,Mortgage,Home Improvement,Single,Master,0,0,0
47,35749.14,9194.02,649,18.4,0.437,48,3,Rent,Auto,Married,Bachelor,0,1,0
42,91281.45,12031.16,825,15.7,0.447,48,7,Mortgage,Auto,Single,High School,0,0,0
21,90582.39,5240.2,783,9.7,0.15,36,8,Rent,Auto,Single,High School,0,0,0
58,,13244.58,609,0.1,0.254,48,4,Mortgage,Medical,Married,Bachelor,1,0,0
61,19991.04,10616.61,469,10.8,0.028,36,2,Rent,Business,Divorced,Bachelor,0,0,0
32,36925.12,12899.5,630,0.4,0.37,12,4,Mortgage,Auto,Married,High School,0,0,0
35,36318.75,37428.82,591,9.5,0.455,24,4,Mortgage,Debt Consolidation,Married,High School,0,0,0
43,35292.74,15129.3,668,1.6,0.018,12,1,Own,Medical,Married,High School,0,0,0
44,34583.8,7659.78,658,4.7,0.227,48,2,Own,Business,Married,Master,0,1,0
47,35357.6,8119.92,655,0.2,0.01,48,2,Mortgage,Medical,Married,Bachelor,1,0,0
64,40405.82,20263.81,697,7.4,0.477,36,2,Mortgage,Auto,Married,High School,0,0,0
37,35675.86,33159.53,540,0.6,0.057,48,4,Rent,Home Improvement,Single,Bachelor,0,0,0
30,54402.28,16274.3,687,,0.73,48,9,Rent,Home Improvement,Single,High School,1,0,0
23,58699.37,21635.68,610,8.5,0.182,36,6,Rent,Education,Married,Bachelor,0,0,0
31,,20472.06,667,,0.381,48,2,Mortgage,Medical,Married,High School,0,1,0
39,92552.62,36074.63,736,0.0,0.081,36,9,Mortgage,Business,Married,Bachelor,0,0,0
61,30030.5,3412.79,539,2.6,0.239,48,6,Own,Business,Married,Bachelor,0,0,1
33,21831.29,21312.59,624,0.2,0.192,48,6,Mortgage,Debt Consolidation,Married,High School,0,1,1
42,59301.45,26598.64,639,5.6,0.382,24,2,Own,Auto,Married,PhD,1,2,0
39,32574.85,5233.8,603,17.4,0.189,36,3,Mortgage,Home Improvement,Single,Bachelor,0,0,0
54,57563.6,7187.02,730,5.3,0.253,48,4,Mortgage,Business,Married,High School,0,0,0
70,,7364.69,585,1.3,0.137,48,1,Own,Debt Consolidation,Married,Bachelor,0,0,0
33,98344.11,8021.23,600,2.2,0.274,12,6,Rent,Medical,Married,Master,1,0,1
34,68606.78,9535.7,586,18.8,0.126,24,3,Rent,Education,Single,High School,0,1,0
52,23150.27,15832.53,748,1.3,0.129,36,7,Own,Debt Consolidation,Married,High School,1,0,1
48,23402.81,24488.83,605,4.1,0.681,12,4,Rent,Home Improvement,Single,Bachelor,0,0,0
62,113111.91,28478.99,691,2.6,0.221,24,7,Mortgage,Education,Single,Bachelor,0,0,0
47,33904.74,7431.8,827,7.3,0.317,24,5,Own,Auto,Single,Bachelor,0,0,0
35,32302.75,7396.1,643,10.1,0.088,24,2,Mortgage,Education,Married,Bachelor,0,0,0
47,15787.5,33559.5,750,2.1,0.149,36,5,Rent,Debt Consolidation,Married,Master,1,0,0
53,41134.85,21009.31,800,5.4,0.375,48,4,Rent,Medical,Single,Master,0,0,0
49,43745.33,14157.58,742,4.0,0.134,24,2,Own,Debt Consolidation,Married,Bachelor,0,0,0
46,70104.8,18607.79,648,1.6,0.155,36,3,Rent,Medical,Single,Bachelor,0,0,0
52,24354.23,13083.89,707,1.6,0.284,36,7,Mortgage,Debt Consolidation,Single,High School,1,0,0
54,22922.1,19287.44,534,3.9,0.2,48,5,Own,Home Improvement,Married,Bachelor,0,0,0
56,61419.42,10559.21,579,0.8,0.213,36,3,Rent,Business,Single,PhD,0,0,0
47,81094.06,16125.6,595,8.3,0.729,24,4,Mortgage,Auto,Single,Master,0,0,0
37,22346.47,4640.69,850,0.4,0.191,60,7,Mortgage,Medical,Married,High School,0,0,0
41,84183.74,8254.81,576,0.5,0.331,48,3,Mortgage,Home Improvement,Married,PhD,0,0,0
54,49949.66,8317.29,575,2.1,0.545,48,1,Mortgage,Medical,Married,High School,0,0,0
30,84618.03,10279.71,556,0.6,0.27,12,3,Rent,Business,Married,High School,0,0,0
44,47329.54,6984.44,700,3.2,0.091,12,3,Mortgage,Medical,Married,High School,0,0,0
35,15000.0,9195.96,662,2.6,0.297,24,7,Own,Business,Divorced,High School,0,2,1
40,45434.01,4628.14,747,6.4,0.065,24,4,Rent,Business,Married,High School,1,0,0
55,83289.01,19615.79,710,15.3,0.01,24,4,Own,Medical,Single,Bachelor,1,0,0
42,31354.94,12609.94,525,7.0,0.312,24,8,Rent,Home Improvement,Single,Bachelor,0,0,0
40,40377.08,4049.52,577,1.0,0.144,36,3,Mortgage,Debt Consolidation,Married,Bachelor,0,1,0
23,44888.34,7447.39,772,13.7,0.541,48,2,Own,Education,Married,Bachelor,1,2,0
48,15000.0,16909.33,631,2.5,0.674,48,4,Mortgage,Education,Single,High School,0,0,1
47,113059.98,9135.15,756,3.2,0.654,24,7,Mortgage,Home Improvement,Married,PhD,1,1,0
65,31235.55,8202.06,636,2.7,0.357,60,2,Own,Education,Married,High School,0,0,1
36,63124.72,12680.05,562,1.6,0.482,48,1,Own,Home Improvement,Married,Bachelor,0,1,0
42,46941.12,16992.35,622,11.3,0.086,24,5,Rent,Home Improvement,Divorced,Bachelor,0,0,0
42,91932.47,4888.07,562,2.0,0.089,24,1,Mortgage,Medical,Married,High School,0,0,0
58,60055.72,19635.41,599,4.3,0.288,12,4,Own,Education,Married,Bachelor,0,0,0
38,43588.03,7629.63,668,1.4,0.187,48,3,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
43,31358.56,13193.12,696,8.0,0.313,24,2,Own,Debt Consolidation,Divorced,High School,0,0,0
47,73051.89,13032.56,506,7.4,0.298,12,3,Own,Business,Single,Master,1,0,0
42,19211.79,9237.75,648,1.8,0.558,36,7,Own,Debt Consolidation,Married,Master,0,0,0
34,67707.02,6525.27,597,5.7,0.295,48,3,Rent,Home Improvement,Married,High School,1,2,0
42,28296.05,10938.23,591,6.1,0.064,36,4,Own,Medical,Married,High School,0,1,0
52,91687.55,41678.11,661,4.1,0.413,36,1,Mortgage,Debt Consolidation,Married,Master,0,0,0
27,53138.12,5150.39,600,4.6,0.125,24,2,Own,Business,Single,High School,0,1,0
41,67647.24,43678.84,774,4.3,0.42,36,3,Mortgage,Debt Consolidation,Married,Master,0,0,1
31,51072.14,11138.86,756,0.4,0.353,36,5,Mortgage,Medical,Married,High School,0,0,0
54,20410.64,13694.64,756,5.5,0.438,36,5,Mortgage,Home Improvement,Divorced,Master,1,0,0
21,31876.85,6243.54,605,3.2,0.387,36,7,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
33,68610.07,7786.22,563,2.9,0.557,12,7,Rent,Medical,Single,Master,0,0,0
44,53280.62,9395.28,657,9.8,0.067,12,5,Rent,Business,Single,High School,0,1,1
58,88476.74,6425.4,636,0.1,0.151,24,6,Mortgage,Home Improvement,Married,Bachelor,0,0,0
39,59972.25,11542.11,595,1.4,0.465,24,5,Mortgage,Education,Divorced,Bachelor,1,0,0
33,30231.78,10047.6,544,0.6,0.129,24,1,Rent,Business,Single,Bachelor,1,2,0
62,32924.35,48802.99,646,0.2,0.112,12,2,Own,Auto,Single,Bachelor,0,0,0
22,51609.38,5906.56,613,1.6,0.349,36,5,Rent,Education,Married,Bachelor,1,0,0
21,15413.18,14355.43,711,22.3,0.316,24,8,Rent,Business,Single,Bachelor,0,1,0
45,113178.44,15890.75,709,1.6,0.463,60,5,Mortgage,Business,Single,Bachelor,0,0,0
33,61137.05,6315.58,749,5.4,0.122,60,5,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
27,90537.31,21607.14,536,0.6,0.446,36,3,Own,Debt Consolidation,Married,Master,0,0,0
48,22241.12,10108.9,686,,0.426,36,3,Mortgage,Business,Married,High School,0,0,0
42,91334.38,2333.97,584,20.8,0.209,60,4,Mortgage,Medical,Married,High School,0,1,0
33,149604.36,21202.93,540,1.7,0.124,36,10,Own,Auto,Single,High School,1,0,0
24,25325.34,6112.81,611,9.4,0.566,48,0,Own,Debt Consolidation,Single,Master,1,1,0
50,72092.18,6416.05,746,30.1,0.164,48,3,Rent,Home Improvement,Divorced,Bachelor,0,2,0
47,49048.01,21623.4,616,4.4,0.283,60,4,Own,Medical,Single,High School,0,1,0
38,22647.01,10477.52,790,1.9,0.105,36,3,Rent,Debt Consolidation,Single,Bachelor,1,0,0
62,62720.4,25398.38,699,5.6,0.26,12,1,Mortgage,Home Improvement,Married,Bachelor,0,1,0
27,74369.53,31167.04,614,9.3,0.279,24,5,Mortgage,Home Improvement,Single,Bachelor,1,1,0
21,36295.05,8506.2,754,0.9,0.177,36,5,Rent,Business,Married,High School,0,1,0
31,87812.42,23278.46,690,3.0,0.324,36,1,Own,Auto,Married,Bachelor,0,0,0
39,21303.32,7872.87,566,1.9,0.22,24,4,Rent,Education,Single,Master,0,1,1
42,23216.58,63779.12,817,1.7,0.313,24,0,Rent,Debt Consolidation,Married,Bachelor,0,0,0
37,52485.84,8224.97,673,9.9,0.58,48,5,Mortgage,Business,Single,High School,1,2,0
44,49646.97,27398.98,651,2.7,0.095,36,3,Mortgage,Business,Divorced,Master,1,0,0
24,34259.3,24116.54,573,2.1,0.266,48,3,Own,Auto,Married,Bachelor,0,1,0
57,73482.11,16668.26,756,4.6,0.171,48,7,Rent,Medical,Single,Bachelor,0,0,0
39,63923.81,8355.04,696,1.2,0.371,36,4,Rent,Business,Single,Bachelor,0,1,0
53,75287.51,12016.33,706,1.3,0.198,24,7,Mortgage,Medical,Single,Bachelor,0,1,0
44,46093.71,2958.65,604,3.7,0.112,60,1,Mortgage,Auto,Single,Bachelor,1,0,0
45,,15632.29,725,2.6,0.109,12,4,Mortgage,Business,Single,Bachelor,0,0,0
46,39229.13,17064.08,732,1.7,0.168,48,2,Mortgage,Debt Consolidation,Single,Bachelor,1,0,0
45,136886.77,14668.38,589,0.3,0.195,48,6,Mortgage,Medical,Single,Bachelor,1,0,1
47,32654.15,1666.84,522,3.7,0.224,36,3,Own,Auto,Married,Bachelor,1,1,0
55,140455.88,5508.54,702,8.5,0.114,48,6,Own,Education,Single,Bachelor,0,0,0
42,49883.42,7913.59,508,9.5,0.295,36,3,Rent,Home Improvement,Divorced,High School,0,0,0
48,24642.91,16385.65,663,1.3,0.535,48,2,Mortgage,Business,Married,High School,0,0,0
38,97152.74,16359.06,609,4.6,0.415,24,5,Mortgage,Business,Single,Bachelor,1,0,1
57,52205.89,11859.01,759,9.7,0.454,36,2,Mortgage,Business,Single,High School,0,0,0
31,75023.9,20840.88,614,2.6,0.785,12,6,Mortgage,Debt Consolidation,Divorced,Master,0,0,1
61,90393.53,6513.49,749,13.5,0.476,60,4,Own,Debt Consolidation,Single,Bachelor,0,0,0
39,58045.23,20479.19,603,11.7,0.455,60,6,Mortgage,Home Improvement,Single,High School,0,1,1
22,36456.67,18626.11,739,1.2,0.567,48,2,Mortgage,Education,Single,Bachelor,0,1,0
41,79846.13,17401.09,835,1.5,0.045,36,6,Rent,Business,Married,High School,0,0,0
31,49039.32,11761.32,553,1.0,0.096,24,2,Mortgage,Auto,Married,Master,0,1,0
50,69073.67,48123.25,676,1.1,0.167,36,2,Own,Debt Consolidation,Single,High School,1,1,1
32,16699.51,18868.27,850,11.9,0.044,48,6,Rent,Debt Consolidation,Single,Bachelor,0,1,0
34,61297.29,6782.93,655,13.4,0.236,48,0,Mortgage,Education,Single,High School,1,0,0
21,35621.59,15895.86,655,,0.157,36,6,Rent,Home Improvement,Single,High School,0,1,1
34,112044.88,22623.36,720,4.5,0.302,48,5,Rent,Auto,Single,Master,0,0,0
21,66939.44,8851.34,653,4.2,0.353,36,6,Rent,Medical,Single,Bachelor,0,0,0
21,55266.87,28638.02,496,2.5,0.112,60,4,Own,Debt Consolidation,Married,High School,0,0,0
49,62514.57,17455.74,751,5.0,0.395,36,5,Mortgage,Auto,Married,Master,0,0,0
49,29755.81,2592.21,469,14.7,0.467,12,2,Rent,Medical,Married,Bachelor,0,1,0
45,110373.83,16477.82,612,0.9,0.299,48,4,Mortgage,Debt Consolidation,Married,Bachelor,1,0,0
28,132678.64,10054.54,758,0.6,0.539,60,5,Mortgage,Debt Consolidation,Single,Bachelor,1,0,0
39,59662.37,19458.24,617,0.2,0.149,36,2,Mortgage,Education,Married,High School,1,0,0
39,108575.58,25872.87,587,2.3,0.25,36,6,Mortgage,Auto,Married,Bachelor,1,0,0
26,36880.05,15315.39,729,2.1,0.23,48,1,Rent,Education,Married,High School,0,0,0
58,32907.08,42859.24,573,2.8,0.529,60,2,Mortgage,Education,Divorced,Master,0,0,1
50,50034.22,11788.8,539,3.5,0.13,60,3,Mortgage,Education,Divorced,Master,1,0,1
37,60929.36,20689.31,674,7.1,0.372,36,5,Rent,Debt Consolidation,Single,Bachelor,0,1,0
40,40255.69,23469.57,633,2.5,0.585,36,5,Rent,Medical,Married,Bachelor,1,0,0
42,64143.89,12479.69,538,2.0,0.786,48,4,Rent,Debt Consolidation,Single,PhD,0,2,1
21,57136.29,23043.57,707,8.8,0.208,36,4,Own,Education,Married,Master,0,1,0
37,29757.8,8810.76,691,9.5,0.344,36,8,Rent,Education,Married,High School,0,0,1
31,63538.2,9938.81,617,1.3,0.388,36,5,Mortgage,Business,Divorced,High School,0,0,0
27,75490.65,5330.81,623,1.9,0.757,36,4,Mortgage,Medical,Married,Bachelor,0,0,0
36,53409.01,15819.31,692,8.7,0.361,24,3,Mortgage,Auto,Married,Bachelor,0,1,0
61,87231.79,16775.52,757,0.4,0.341,12,2,Mortgage,Education,Single,Master,0,0,0
47,26670.09,30500.07,624,2.0,0.324,48,4,Own,Auto,Married,Bachelor,1,0,1
33,61943.33,23243.9,708,3.0,0.051,36,5,Rent,Debt Consolidation,Single,PhD,0,0,0
46,27305.94,10945.06,700,1.0,0.432,60,3,Own,Medical,Single,High School,1,1,0
56,28084.11,5856.31,729,1.0,0.325,24,4,Rent,Education,Married,Bachelor,0,0,0
51,35758.19,18087.84,653,2.8,0.09,36,3,Mortgage,Auto,Divorced,Bachelor,0,0,0
40,30606.57,29071.9,567,7.0,0.566,60,6,Rent,Business,Divorced,Bachelor,0,2,1
32,37272.17,22666.19,608,9.2,0.045,36,5,Rent,Education,Married,Master,0,0,1
48,44043.14,28542.07,680,19.4,0.189,36,2,Mortgage,Home Improvement,Single,Bachelor,0,0,1
44,74501.7,11518.13,813,0.4,0.426,60,6,Mortgage,Business,Married,Master,0,1,0
50,41748.57,9637.02,606,1.2,0.151,48,2,Rent,Education,Single,Bachelor,0,0,0
47,22185.34,7975.81,722,7.1,0.199,36,9,Mortgage,Business,Single,Bachelor,1,0,0
52,86684.81,12847.09,620,3.9,0.402,60,4,Own,Medical,Single,Bachelor,0,0,1
33,32255.86,12644.61,659,2.0,0.252,12,7,Rent,Debt Consolidation,Divorced,High School,0,0,0
55,47602.46,15439.34,786,1.2,0.453,36,6,Mortgage,Auto,Married,High School,0,1,0
42,61283.64,12203.67,718,1.6,0.312,48,3,Own,Debt Consolidation,Single,PhD,1,0,0
64,54165.81,12166.73,538,2.8,0.203,36,2,Rent,Medical,Married,Bachelor,0,0,0
31,84718.54,7756.71,598,1.0,0.047,60,4,Mortgage,Medical,Married,Bachelor,1,0,0
60,62286.6,25825.9,763,16.7,0.046,24,4,Mortgage,Auto,Married,High School,1,1,0
42,31867.6,14094.82,662,0.6,0.19,36,4,Mortgage,Business,Married,Bachelor,0,0,0
32,145696.52,11824.03,546,21.2,0.086,36,3,Own,Medical,Divorced,PhD,0,0,0
34,54023.08,7917.25,576,9.2,0.332,48,4,Rent,Auto,Single,Master,0,0,0
36,45539.25,5258.81,713,2.8,0.19,24,7,Mortgage,Education,Divorced,Bachelor,1,0,0
45,79376.9,33375.42,739,6.7,0.223,12,3,Mortgage,Business,Single,Master,0,0,0
46,55532.6,19697.5,651,5.6,0.45,60,7,Rent,Education,Divorced,Bachelor,0,1,0
33,59851.04,4286.64,850,1.2,0.3,60,4,Rent,Home Improvement,Married,High School,1,0,0
39,170432.06,22792.79,724,2.1,0.021,36,3,Mortgage,Home Improvement,Married,High School,1,0,0
65,42720.72,25482.23,628,3.6,0.418,36,10,Mortgage,Education,Divorced,High School,0,0,1
60,41819.56,14575.0,576,5.1,0.268,36,4,Rent,Medical,Single,Master,1,0,0
45,51963.11,40891.51,562,3.9,0.257,60,4,Mortgage,Auto,Married,PhD,0,1,1
40,83763.95,15548.26,680,3.2,0.313,36,2,Rent,Education,Divorced,High School,0,0,0
41,23080.26,4955.35,606,2.9,0.116,48,0,Mortgage,Home Improvement,Divorced,Bachelor,0,1,0
47,18347.01,17250.88,800,3.4,0.237,60,3,Mortgage,Debt Consolidation,Single,PhD,1,2,1
27,36550.22,15857.98,781,2.8,0.153,36,1,Rent,Debt Consolidation,Single,Master,0,0,0
36,21656.01,8757.73,706,3.9,0.079,24,2,Own,Auto,Married,Bachelor,0,0,0
21,39639.62,19960.11,543,10.9,0.094,36,7,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
44,63022.67,4157.35,589,5.0,0.15,60,3,Rent,Medical,Married,Master,0,0,0
47,31401.96,26726.12,763,6.4,0.079,36,5,Rent,Home Improvement,Married,High School,1,1,0
34,24018.67,7225.09,599,4.6,0.338,60,0,Rent,Home Improvement,Married,Master,1,1,1
58,50750.09,6704.52,750,5.2,0.228,60,4,Mortgage,Auto,Single,High School,1,0,0
25,75453.49,12336.56,692,4.3,0.138,36,2,Rent,Business,Married,Master,1,0,0
22,21004.95,18089.39,654,0.1,0.054,36,2,Mortgage,Home Improvement,Married,High School,0,0,0
42,73874.0,14984.13,586,39.1,0.116,48,3,Mortgage,Business,Married,PhD,0,0,0
52,73765.99,7943.73,641,0.2,0.208,24,4,Mortgage,Business,Single,High School,0,1,0
60,78987.32,9374.4,667,,0.254,36,0,Own,Auto,Married,PhD,0,1,1
34,90150.89,6044.3,742,0.6,0.172,24,1,Rent,Business,Divorced,High School,0,0,0
52,147414.99,11415.46,570,0.5,0.066,48,6,Mortgage,Business,Married,High School,0,0,0
39,41025.7,28353.76,626,,0.218,60,2,Rent,Auto,Married,PhD,0,0,0
37,51781.37,13319.92,654,2.8,0.275,24,2,Mortgage,Auto,Single,Master,0,0,0
50,39806.31,24381.75,709,8.1,0.45,48,2,Mortgage,Auto,Married,Master,0,2,0
