raw_date,score,parsed_date,day_of_week,month,year,day_of_year,is_holiday,gender_label,gender_Female,gender_Male,gender_Unknown,city_London,city_New York,city_Paris,city_Tokyo
2023-10-17 00:00:00,43,2023-10-17,1,10,2023,290,0,2,0,0,1,0,0,0,1
2023-10-18 00:00:00,27,2023-10-18,2,10,2023,291,0,1,1,0,0,0,0,0,1
2023-10-19 00:00:00,69,2023-10-19,3,10,2023,292,0,0,0,1,0,1,0,0,0
2023-10-20 00:00:00,20,2023-10-20,4,10,2023,293,0,2,0,0,1,0,0,0,1
2023-10-21 00:00:00,11,2023-10-21,5,10,2023,294,0,0,0,1,0,1,0,0,0
2023-10-22 00:00:00,74,2023-10-22,6,10,2023,295,0,0,0,1,0,0,0,0,1
2023-10-23 00:00:00,38,2023-10-23,0,10,2023,296,0,1,1,0,0,1,0,0,0
2023-10-24 00:00:00,6,2023-10-24,1,10,2023,297,0,1,1,0,0,0,0,0,1
2023-10-25 00:00:00,72,2023-10-25,2,10,2023,298,0,1,1,0,0,0,0,0,1
2023-10-26 00:00:00,23,2023-10-26,3,10,2023,299,0,1,1,0,0,0,1,0,0
2023-10-27 00:00:00,47,2023-10-27,4,10,2023,300,0,1,1,0,0,0,1,0,0
2023-10-28 00:00:00,90,2023-10-28,5,10,2023,301,0,2,0,0,1,0,0,0,1
2023-10-29 00:00:00,46,2023-10-29,6,10,2023,302,0,0,0,1,0,0,0,0,1
2023-10-30 00:00:00,12,2023-10-30,0,10,2023,303,0,0,0,1,0,0,0,1,0
2023-10-31 00:00:00,90,2023-10-31,1,10,2023,304,0,0,0,1,0,1,0,0,0
2023-11-01 00:00:00,13,2023-11-01,2,11,2023,305,0,0,0,1,0,0,0,1,0
2023-11-02 00:00:00,62,2023-11-02,3,11,2023,306,0,1,1,0,0,0,1,0,0
2023-11-03 00:00:00,82,2023-11-03,4,11,2023,307,0,0,0,1,0,0,1,0,0
2023-11-04 00:00:00,89,2023-11-04,5,11,2023,308,0,2,0,0,1,0,1,0,0
2023-11-05 00:00:00,97,2023-11-05,6,11,2023,309,0,2,0,0,1,0,1,0,0
2023-11-06 00:00:00,60,2023-11-06,0,11,2023,310,0,0,0,1,0,0,0,0,1
2023-11-07 00:00:00,43,2023-11-07,1,11,2023,311,0,0,0,1,0,0,1,0,0
2023-11-08 00:00:00,76,2023-11-08,2,11,2023,312,0,2,0,0,1,0,0,0,1
2023-11-09 00:00:00,68,2023-11-09,3,11,2023,313,0,2,0,0,1,0,0,0,1
2023-11-10 00:00:00,5,2023-11-10,4,11,2023,314,1,1,1,0,0,0,1,0,0
2023-11-11 00:00:00,37,2023-11-11,5,11,2023,315,1,2,0,0,1,0,1,0,0
2023-11-12 00:00:00,72,2023-11-12,6,11,2023,316,0,1,1,0,0,1,0,0,0
2023-11-13 00:00:00,92,2023-11-13,0,11,2023,317,0,1,1,0,0,0,0,1,0
2023-11-14 00:00:00,31,2023-11-14,1,11,2023,318,0,1,1,0,0,0,1,0,0
2023-11-15 00:00:00,9,2023-11-15,2,11,2023,319,0,1,1,0,0,1,0,0,0
2023-11-16 00:00:00,51,2023-11-16,3,11,2023,320,0,1,1,0,0,1,0,0,0
2023-11-17 00:00:00,29,2023-11-17,4,11,2023,321,0,0,0,1,0,0,0,1,0
2023-11-18 00:00:00,78,2023-11-18,5,11,2023,322,0,2,0,0,1,0,0,0,1
2023-11-19 00:00:00,40,2023-11-19,6,11,2023,323,0,1,1,0,0,0,1,0,0
2023-11-20 00:00:00,41,2023-11-20,0,11,2023,324,0,2,0,0,1,0,0,1,0
2023-11-21 00:00:00,86,2023-11-21,1,11,2023,325,0,2,0,0,1,0,1,0,0
2023-11-22 00:00:00,11,2023-11-22,2,11,2023,326,0,1,1,0,0,1,0,0,0
2023-11-23 00:00:00,23,2023-11-23,3,11,2023,327,1,0,0,1,0,1,0,0,0
2023-11-24 00:00:00,1,2023-11-24,4,11,2023,328,0,1,1,0,0,0,0,0,1
2023-11-25 00:00:00,46,2023-11-25,5,11,2023,329,0,0,0,1,0,1,0,0,0
2023-11-26 00:00:00,21,2023-11-26,6,11,2023,330,0,2,0,0,1,1,0,0,0
2023-11-27 00:00:00,90,2023-11-27,0,11,2023,331,0,0,0,1,0,0,0,1,0
2023-11-28 00:00:00,36,2023-11-28,1,11,2023,332,0,0,0,1,0,0,1,0,0
2023-11-29 00:00:00,54,2023-11-29,2,11,2023,333,0,0,0,1,0,0,1,0,0
2023-11-30 00:00:00,87,2023-11-30,3,11,2023,334,0,2,0,0,1,0,0,1,0
2023-12-01 00:00:00,57,2023-12-01,4,12,2023,335,0,2,0,0,1,0,0,0,1
2023-12-02 00:00:00,1,2023-12-02,5,12,2023,336,0,0,0,1,0,0,1,0,0
2023-12-03 00:00:00,63,2023-12-03,6,12,2023,337,0,0,0,1,0,1,0,0,0
2023-12-04 00:00:00,54,2023-12-04,0,12,2023,338,0,1,1,0,0,0,1,0,0
2023-12-05 00:00:00,55,2023-12-05,1,12,2023,339,0,0,0,1,0,1,0,0,0
2023-12-06 00:00:00,40,2023-12-06,2,12,2023,340,0,1,1,0,0,0,0,0,1
2023-12-07 00:00:00,15,2023-12-07,3,12,2023,341,0,0,0,1,0,0,0,1,0
2023-12-08 00:00:00,21,2023-12-08,4,12,2023,342,0,1,1,0,0,0,1,0,0
2023-12-09 00:00:00,47,2023-12-09,5,12,2023,343,0,2,0,0,1,0,0,1,0
2023-12-10 00:00:00,73,2023-12-10,6,12,2023,344,0,0,0,1,0,0,1,0,0
2023-12-11 00:00:00,53,2023-12-11,0,12,2023,345,0,0,0,1,0,1,0,0,0
2023-12-12 00:00:00,9,2023-12-12,1,12,2023,346,0,0,0,1,0,0,0,1,0
2023-12-13 00:00:00,74,2023-12-13,2,12,2023,347,0,0,0,1,0,0,1,0,0
2023-12-14 00:00:00,52,2023-12-14,3,12,2023,348,0,1,1,0,0,1,0,0,0
2023-12-15 00:00:00,57,2023-12-15,4,12,2023,349,0,0,0,1,0,0,0,1,0
2023-12-16 00:00:00,26,2023-12-16,5,12,2023,350,0,2,0,0,1,0,0,1,0
2023-12-17 00:00:00,41,2023-12-17,6,12,2023,351,0,2,0,0,1,0,1,0,0
2023-12-18 00:00:00,35,2023-12-18,0,12,2023,352,0,0,0,1,0,0,1,0,0
2023-12-19 00:00:00,63,2023-12-19,1,12,2023,353,0,2,0,0,1,0,1,0,0
2023-12-20 00:00:00,25,2023-12-20,2,12,2023,354,0,0,0,1,0,1,0,0,0
2023-12-21 00:00:00,90,2023-12-21,3,12,2023,355,0,0,0,1,0,0,1,0,0
2023-12-22 00:00:00,75,2023-12-22,4,12,2023,356,0,2,0,0,1,0,0,1,0
2023-12-23 00:00:00,38,2023-12-23,5,12,2023,357,0,0,0,1,0,0,0,1,0
2023-12-24 00:00:00,2,2023-12-24,6,12,2023,358,0,2,0,0,1,0,1,0,0
2023-12-25 00:00:00,7,2023-12-25,0,12,2023,359,1,1,1,0,0,0,1,0,0
2023-12-26 00:00:00,82,2023-12-26,1,12,2023,360,0,0,0,1,0,0,0,0,1
2023-12-27 00:00:00,91,2023-12-27,2,12,2023,361,0,1,1,0,0,0,0,1,0
2023-12-28 00:00:00,34,2023-12-28,3,12,2023,362,0,2,0,0,1,1,0,0,0
2023-12-29 00:00:00,91,2023-12-29,4,12,2023,363,0,1,1,0,0,0,0,0,1
2023-12-30 00:00:00,17,2023-12-30,5,12,2023,364,0,1,1,0,0,0,1,0,0
2023-12-31 00:00:00,43,2023-12-31,6,12,2023,365,0,2,0,0,1,0,1,0,0
2024-01-02 00:00:00,51,2024-01-02,1,1,2024,2,0,1,1,0,0,0,1,0,0
2024-01-03 00:00:00,54,2024-01-03,2,1,2024,3,0,2,0,0,1,1,0,0,0
2024-01-04 00:00:00,24,2024-01-04,3,1,2024,4,0,1,1,0,0,0,0,1,0
2024-01-05 00:00:00,25,2024-01-05,4,1,2024,5,0,2,0,0,1,0,1,0,0
2024-01-06 00:00:00,71,2024-01-06,5,1,2024,6,0,1,1,0,0,0,0,1,0
2024-01-07 00:00:00,52,2024-01-07,6,1,2024,7,0,2,0,0,1,0,1,0,0
2024-01-08 00:00:00,70,2024-01-08,0,1,2024,8,0,2,0,0,1,0,1,0,0
2024-01-09 00:00:00,88,2024-01-09,1,1,2024,9,0,1,1,0,0,0,1,0,0
2024-01-10 00:00:00,33,2024-01-10,2,1,2024,10,0,1,1,0,0,1,0,0,0
2024-01-11 00:00:00,49,2024-01-11,3,1,2024,11,0,1,1,0,0,1,0,0,0
2024-01-12 00:00:00,29,2024-01-12,4,1,2024,12,0,0,0,1,0,0,0,1,0
2024-01-13 00:00:00,63,2024-01-13,5,1,2024,13,0,0,0,1,0,0,1,0,0
2024-01-14 00:00:00,22,2024-01-14,6,1,2024,14,0,0,0,1,0,0,1,0,0
2024-01-15 00:00:00,26,2024-01-15,0,1,2024,15,1,2,0,0,1,1,0,0,0
2024-01-16 00:00:00,28,2024-01-16,1,1,2024,16,0,1,1,0,0,0,1,0,0
2024-01-17 00:00:00,85,2024-01-17,2,1,2024,17,0,2,0,0,1,1,0,0,0
2024-01-18 00:00:00,49,2024-01-18,3,1,2024,18,0,0,0,1,0,0,1,0,0
2024-01-19 00:00:00,71,2024-01-19,4,1,2024,19,0,1,1,0,0,0,0,1,0
2024-01-20 00:00:00,81,2024-01-20,5,1,2024,20,0,2,0,0,1,0,1,0,0
2024-01-21 00:00:00,84,2024-01-21,6,1,2024,21,0,1,1,0,0,0,1,0,0
2024-01-22 00:00:00,49,2024-01-22,0,1,2024,22,0,2,0,0,1,0,0,0,1
2024-01-23 00:00:00,20,2024-01-23,1,1,2024,23,0,1,1,0,0,1,0,0,0
2024-01-24 00:00:00,86,2024-01-24,2,1,2024,24,0,0,0,1,0,0,1,0,0
2024-01-25 00:00:00,92,2024-01-25,3,1,2024,25,0,0,0,1,0,0,1,0,0
2024-01-27 00:00:00,61,2024-01-27,5,1,2024,27,0,2,0,0,1,0,0,0,1
2024-01-28 00:00:00,49,2024-01-28,6,1,2024,28,0,0,0,1,0,1,0,0,0
2024-01-29 00:00:00,71,2024-01-29,0,1,2024,29,0,0,0,1,0,0,0,0,1
2024-01-30 00:00:00,1,2024-01-30,1,1,2024,30,0,0,0,1,0,0,0,1,0
2024-01-31 00:00:00,96,2024-01-31,2,1,2024,31,0,1,1,0,0,0,0,0,1
2024-02-01 00:00:00,13,2024-02-01,3,2,2024,32,0,1,1,0,0,0,0,1,0
2024-02-02 00:00:00,94,2024-02-02,4,2,2024,33,0,2,0,0,1,1,0,0,0
2024-02-04 00:00:00,51,2024-02-04,6,2,2024,35,0,2,0,0,1,1,0,0,0
2024-02-05 00:00:00,56,2024-02-05,0,2,2024,36,0,1,1,0,0,1,0,0,0
2024-02-06 00:00:00,83,2024-02-06,1,2,2024,37,0,1,1,0,0,1,0,0,0
2024-02-07 00:00:00,62,2024-02-07,2,2,2024,38,0,2,0,0,1,0,0,1,0
2024-02-08 00:00:00,32,2024-02-08,3,2,2024,39,0,2,0,0,1,0,0,1,0
2024-02-09 00:00:00,30,2024-02-09,4,2,2024,40,0,1,1,0,0,1,0,0,0
2024-02-10 00:00:00,29,2024-02-10,5,2,2024,41,0,2,0,0,1,0,0,0,1
2024-02-11 00:00:00,49,2024-02-11,6,2,2024,42,0,0,0,1,0,0,1,0,0
2024-02-12 00:00:00,45,2024-02-12,0,2,2024,43,0,1,1,0,0,1,0,0,0
2024-02-13 00:00:00,93,2024-02-13,1,2,2024,44,0,2,0,0,1,0,0,0,1
2024-02-14 00:00:00,30,2024-02-14,2,2,2024,45,0,1,1,0,0,0,1,0,0
2024-02-15 00:00:00,16,2024-02-15,3,2,2024,46,0,0,0,1,0,1,0,0,0
2024-02-16 00:00:00,40,2024-02-16,4,2,2024,47,0,1,1,0,0,1,0,0,0
2024-02-17 00:00:00,19,2024-02-17,5,2,2024,48,0,1,1,0,0,0,0,1,0
2024-02-18 00:00:00,18,2024-02-18,6,2,2024,49,0,1,1,0,0,0,1,0,0
2024-02-19 00:00:00,1,2024-02-19,0,2,2024,50,1,1,1,0,0,0,1,0,0
2024-02-20 00:00:00,78,2024-02-20,1,2,2024,51,0,0,0,1,0,0,0,0,1
2024-02-21 00:00:00,47,2024-02-21,2,2,2024,52,0,1,1,0,0,0,0,1,0
2024-02-22 00:00:00,66,2024-02-22,3,2,2024,53,0,1,1,0,0,0,0,1,0
2024-02-23 00:00:00,92,2024-02-23,4,2,2024,54,0,2,0,0,1,0,0,1,0
2024-02-24 00:00:00,94,2024-02-24,5,2,2024,55,0,1,1,0,0,0,0,1,0
2024-02-25 00:00:00,38,2024-02-25,6,2,2024,56,0,2,0,0,1,0,1,0,0
2024-02-26 00:00:00,51,2024-02-26,0,2,2024,57,0,0,0,1,0,0,1,0,0
2024-02-27 00:00:00,63,2024-02-27,1,2,2024,58,0,0,0,1,0,1,0,0,0
2024-02-28 00:00:00,4,2024-02-28,2,2,2024,59,0,0,0,1,0,1,0,0,0
2024-02-29 00:00:00,1,2024-02-29,3,2,2024,60,0,0,0,1,0,0,0,1,0
2024-03-01 00:00:00,8,2024-03-01,4,3,2024,61,0,2,0,0,1,0,0,1,0
2024-03-02 00:00:00,29,2024-03-02,5,3,2024,62,0,1,1,0,0,0,0,1,0
2024-03-03 00:00:00,55,2024-03-03,6,3,2024,63,0,0,0,1,0,1,0,0,0
2024-03-04 00:00:00,3,2024-03-04,0,3,2024,64,0,1,1,0,0,0,0,0,1
2024-03-05 00:00:00,32,2024-03-05,1,3,2024,65,0,2,0,0,1,0,0,0,1
2024-03-06 00:00:00,10,2024-03-06,2,3,2024,66,0,2,0,0,1,1,0,0,0
2024-03-07 00:00:00,74,2024-03-07,3,3,2024,67,0,2,0,0,1,1,0,0,0
2024-03-08 00:00:00,83,2024-03-08,4,3,2024,68,0,0,0,1,0,1,0,0,0
2024-03-09 00:00:00,34,2024-03-09,5,3,2024,69,0,1,1,0,0,1,0,0,0
2024-03-10 00:00:00,97,2024-03-10,6,3,2024,70,0,1,1,0,0,1,0,0,0
2024-03-12 00:00:00,55,2024-03-12,1,3,2024,72,0,2,0,0,1,0,0,1,0
2024-03-13 00:00:00,92,2024-03-13,2,3,2024,73,0,0,0,1,0,0,0,1,0
2024-03-14 00:00:00,32,2024-03-14,3,3,2024,74,0,2,0,0,1,0,0,1,0
2024-03-15 00:00:00,50,2024-03-15,4,3,2024,75,0,2,0,0,1,0,0,1,0
2024-03-16 00:00:00,7,2024-03-16,5,3,2024,76,0,1,1,0,0,1,0,0,0
2024-03-18 00:00:00,8,2024-03-18,0,3,2024,78,0,1,1,0,0,0,1,0,0
2024-03-19 00:00:00,65,2024-03-19,1,3,2024,79,0,0,0,1,0,1,0,0,0
2024-03-20 00:00:00,57,2024-03-20,2,3,2024,80,0,1,1,0,0,0,1,0,0
2024-03-21 00:00:00,67,2024-03-21,3,3,2024,81,0,0,0,1,0,0,0,0,1
2024-03-22 00:00:00,88,2024-03-22,4,3,2024,82,0,1,1,0,0,0,0,1,0
2024-03-23 00:00:00,87,2024-03-23,5,3,2024,83,0,2,0,0,1,0,0,0,1
2024-03-24 00:00:00,59,2024-03-24,6,3,2024,84,0,2,0,0,1,1,0,0,0
2024-03-25 00:00:00,72,2024-03-25,0,3,2024,85,0,0,0,1,0,0,0,1,0
2024-03-26 00:00:00,54,2024-03-26,1,3,2024,86,0,0,0,1,0,1,0,0,0
2024-03-27 00:00:00,67,2024-03-27,2,3,2024,87,0,0,0,1,0,0,0,1,0
2024-03-28 00:00:00,51,2024-03-28,3,3,2024,88,0,1,1,0,0,0,1,0,0
2024-03-29 00:00:00,97,2024-03-29,4,3,2024,89,0,1,1,0,0,0,1,0,0
2024-03-30 00:00:00,92,2024-03-30,5,3,2024,90,0,0,0,1,0,0,1,0,0
2024-03-31 00:00:00,8,2024-03-31,6,3,2024,91,0,2,0,0,1,0,0,0,1
2024-04-01 00:00:00,34,2024-04-01,0,4,2024,92,0,1,1,0,0,1,0,0,0
2024-04-02 00:00:00,35,2024-04-02,1,4,2024,93,0,1,1,0,0,0,0,0,1
2024-04-03 00:00:00,96,2024-04-03,2,4,2024,94,0,1,1,0,0,0,1,0,0
2024-04-04 00:00:00,88,2024-04-04,3,4,2024,95,0,0,0,1,0,1,0,0,0
2024-04-05 00:00:00,78,2024-04-05,4,4,2024,96,0,0,0,1,0,0,1,0,0
2024-04-06 00:00:00,32,2024-04-06,5,4,2024,97,0,0,0,1,0,0,0,0,1
2024-04-07 00:00:00,46,2024-04-07,6,4,2024,98,0,0,0,1,0,0,0,0,1
2024-04-08 00:00:00,16,2024-04-08,0,4,2024,99,0,0,0,1,0,0,0,0,1
2024-04-09 00:00:00,68,2024-04-09,1,4,2024,100,0,2,0,0,1,0,1,0,0
2024-04-10 00:00:00,37,2024-04-10,2,4,2024,101,0,2,0,0,1,1,0,0,0
2024-04-11 00:00:00,54,2024-04-11,3,4,2024,102,0,0,0,1,0,1,0,0,0
2024-04-12 00:00:00,85,2024-04-12,4,4,2024,103,0,1,1,0,0,0,1,0,0
2024-04-13 00:00:00,14,2024-04-13,5,4,2024,104,0,0,0,1,0,1,0,0,0
2024-04-14 00:00:00,95,2024-04-14,6,4,2024,105,0,2,0,0,1,0,1,0,0
2024-04-15 00:00:00,55,2024-04-15,0,4,2024,106,0,2,0,0,1,1,0,0,0
2024-04-16 00:00:00,48,2024-04-16,1,4,2024,107,0,1,1,0,0,0,0,1,0
2024-04-17 00:00:00,82,2024-04-17,2,4,2024,108,0,2,0,0,1,0,0,1,0
2024-04-18 00:00:00,7,2024-04-18,3,4,2024,109,0,0,0,1,0,0,0,0,1
2024-04-19 00:00:00,74,2024-04-19,4,4,2024,110,0,1,1,0,0,0,0,1,0
2024-04-20 00:00:00,7,2024-04-20,5,4,2024,111,0,0,0,1,0,0,0,1,0
2024-04-21 00:00:00,33,2024-04-21,6,4,2024,112,0,0,0,1,0,0,0,1,0
2024-04-22 00:00:00,23,2024-04-22,0,4,2024,113,0,1,1,0,0,0,1,0,0
2024-04-23 00:00:00,85,2024-04-23,1,4,2024,114,0,0,0,1,0,0,0,1,0
2024-04-24 00:00:00,19,2024-04-24,2,4,2024,115,0,2,0,0,1,0,0,1,0
2024-04-25 00:00:00,19,2024-04-25,3,4,2024,116,0,0,0,1,0,0,0,0,1
2024-04-26 00:00:00,36,2024-04-26,4,4,2024,117,0,1,1,0,0,0,0,1,0
2024-04-27 00:00:00,29,2024-04-27,5,4,2024,118,0,1,1,0,0,0,0,1,0
2024-04-28 00:00:00,60,2024-04-28,6,4,2024,119,0,1,1,0,0,1,0,0,0
2024-04-29 00:00:00,82,2024-04-29,0,4,2024,120,0,0,0,1,0,0,0,0,1
2024-04-30 00:00:00,2,2024-04-30,1,4,2024,121,0,1,1,0,0,0,0,0,1
2024-05-01 00:00:00,1,2024-05-01,2,5,2024,122,0,1,1,0,0,0,0,0,1
2024-05-02 00:00:00,47,2024-05-02,3,5,2024,123,0,0,0,1,0,0,0,0,1
2024-05-03 00:00:00,69,2024-05-03,4,5,2024,124,0,2,0,0,1,0,0,0,1
2024-05-04 00:00:00,20,2024-05-04,5,5,2024,125,0,0,0,1,0,0,0,0,1
2024-05-06 00:00:00,2,2024-05-06,0,5,2024,127,0,1,1,0,0,0,0,1,0
2024-05-07 00:00:00,67,2024-05-07,1,5,2024,128,0,0,0,1,0,0,0,0,1
2024-05-08 00:00:00,87,2024-05-08,2,5,2024,129,0,2,0,0,1,0,0,1,0
2024-05-09 00:00:00,12,2024-05-09,3,5,2024,130,0,1,1,0,0,0,0,1,0
2024-05-10 00:00:00,20,2024-05-10,4,5,2024,131,0,1,1,0,0,0,1,0,0
2024-05-11 00:00:00,5,2024-05-11,5,5,2024,132,0,1,1,0,0,0,0,0,1
2024-05-12 00:00:00,37,2024-05-12,6,5,2024,133,0,0,0,1,0,1,0,0,0
2024-05-14 00:00:00,94,2024-05-14,1,5,2024,135,0,2,0,0,1,1,0,0,0
01/01/2023,71,2023-01-01,6,1,2023,1,1,0,0,1,0,0,0,1,0
02/01/2023,15,2023-01-02,0,1,2023,2,1,1,1,0,0,0,0,0,1
03/01/2023,21,2023-01-03,1,1,2023,3,0,0,0,1,0,0,0,0,1
04/01/2023,19,2023-01-04,2,1,2023,4,0,2,0,0,1,0,0,1,0
05/01/2023,60,2023-01-05,3,1,2023,5,0,1,1,0,0,0,0,0,1
06/01/2023,93,2023-01-06,4,1,2023,6,0,1,1,0,0,0,0,0,1
07/01/2023,89,2023-01-07,5,1,2023,7,0,0,0,1,0,1,0,0,0
08/01/2023,33,2023-01-08,6,1,2023,8,0,1,1,0,0,0,1,0,0
09/01/2023,49,2023-01-09,0,1,2023,9,0,1,1,0,0,0,1,0,0
10/01/2023,96,2023-01-10,1,1,2023,10,0,2,0,0,1,0,1,0,0
11/01/2023,35,2023-01-11,2,1,2023,11,0,1,1,0,0,0,1,0,0
12/01/2023,44,2023-01-12,3,1,2023,12,0,2,0,0,1,0,0,0,1
13/01/2023,90,2023-01-13,4,1,2023,13,0,0,0,1,0,0,0,1,0
14/01/2023,11,2023-01-14,5,1,2023,14,0,1,1,0,0,0,0,1,0
15/01/2023,99,2023-01-15,6,1,2023,15,0,2,0,0,1,1,0,0,0
16/01/2023,72,2023-01-16,0,1,2023,16,1,0,0,1,0,1,0,0,0
17/01/2023,78,2023-01-17,1,1,2023,17,0,1,1,0,0,0,0,0,1
18/01/2023,74,2023-01-18,2,1,2023,18,0,0,0,1,0,0,0,1,0
19/01/2023,66,2023-01-19,3,1,2023,19,0,1,1,0,0,0,0,1,0
20/01/2023,46,2023-01-20,4,1,2023,20,0,0,0,1,0,0,1,0,0
21/01/2023,9,2023-01-21,5,1,2023,21,0,0,0,1,0,0,0,0,1
22/01/2023,3,2023-01-22,6,1,2023,22,0,2,0,0,1,0,0,0,1
23/01/2023,85,2023-01-23,0,1,2023,23,0,0,0,1,0,0,1,0,0
24/01/2023,26,2023-01-24,1,1,2023,24,0,1,1,0,0,0,0,0,1
25/01/2023,72,2023-01-25,2,1,2023,25,0,1,1,0,0,0,0,0,1
26/01/2023,48,2023-01-26,3,1,2023,26,0,2,0,0,1,1,0,0,0
27/01/2023,66,2023-01-27,4,1,2023,27,0,1,1,0,0,0,0,1,0
28/01/2023,70,2023-01-28,5,1,2023,28,0,1,1,0,0,0,0,0,1
29/01/2023,28,2023-01-29,6,1,2023,29,0,1,1,0,0,1,0,0,0
30/01/2023,93,2023-01-30,0,1,2023,30,0,0,0,1,0,0,0,1,0
31/01/2023,26,2023-01-31,1,1,2023,31,0,0,0,1,0,0,1,0,0
01/02/2023,25,2023-02-01,2,2,2023,32,0,1,1,0,0,1,0,0,0
02/02/2023,12,2023-02-02,3,2,2023,33,0,2,0,0,1,1,0,0,0
03/02/2023,5,2023-02-03,4,2,2023,34,0,0,0,1,0,0,0,1,0
04/02/2023,98,2023-02-04,5,2,2023,35,0,2,0,0,1,0,1,0,0
05/02/2023,48,2023-02-05,6,2,2023,36,0,1,1,0,0,1,0,0,0
06/02/2023,37,2023-02-06,0,2,2023,37,0,1,1,0,0,0,0,0,1
07/02/2023,79,2023-02-07,1,2,2023,38,0,0,0,1,0,0,0,0,1
08/02/2023,44,2023-02-08,2,2,2023,39,0,1,1,0,0,0,0,0,1
10/02/2023,43,2023-02-10,4,2,2023,41,0,1,1,0,0,1,0,0,0
11/02/2023,48,2023-02-11,5,2,2023,42,0,1,1,0,0,0,0,0,1
12/02/2023,87,2023-02-12,6,2,2023,43,0,0,0,1,0,0,1,0,0
13/02/2023,70,2023-02-13,0,2,2023,44,0,0,0,1,0,0,0,0,1
14/02/2023,46,2023-02-14,1,2,2023,45,0,0,0,1,0,0,0,1,0
15/02/2023,43,2023-02-15,2,2,2023,46,0,1,1,0,0,1,0,0,0
16/02/2023,21,2023-02-16,3,2,2023,47,0,1,1,0,0,1,0,0,0
17/02/2023,23,2023-02-17,4,2,2023,48,0,2,0,0,1,0,1,0,0
18/02/2023,80,2023-02-18,5,2,2023,49,0,0,0,1,0,0,1,0,0
19/02/2023,47,2023-02-19,6,2,2023,50,0,1,1,0,0,1,0,0,0
20/02/2023,15,2023-02-20,0,2,2023,51,1,1,1,0,0,0,0,0,1
21/02/2023,25,2023-02-21,1,2,2023,52,0,0,0,1,0,0,0,0,1
22/02/2023,36,2023-02-22,2,2,2023,53,0,2,0,0,1,0,0,1,0
23/02/2023,75,2023-02-23,3,2,2023,54,0,0,0,1,0,0,0,0,1
24/02/2023,51,2023-02-24,4,2,2023,55,0,2,0,0,1,0,1,0,0
25/02/2023,15,2023-02-25,5,2,2023,56,0,1,1,0,0,0,1,0,0
26/02/2023,68,2023-02-26,6,2,2023,57,0,2,0,0,1,0,0,0,1
27/02/2023,21,2023-02-27,0,2,2023,58,0,1,1,0,0,0,1,0,0
28/02/2023,13,2023-02-28,1,2,2023,59,0,0,0,1,0,1,0,0,0
01/03/2023,86,2023-03-01,2,3,2023,60,0,0,0,1,0,1,0,0,0
02/03/2023,19,2023-03-02,3,3,2023,61,0,0,0,1,0,0,0,0,1
03/03/2023,34,2023-03-03,4,3,2023,62,0,2,0,0,1,1,0,0,0
05/03/2023,68,2023-03-05,6,3,2023,64,0,0,0,1,0,0,0,1,0
06/03/2023,52,2023-03-06,0,3,2023,65,0,0,0,1,0,0,0,1,0
07/03/2023,27,2023-03-07,1,3,2023,66,0,1,1,0,0,1,0,0,0
08/03/2023,29,2023-03-08,2,3,2023,67,0,0,0,1,0,0,0,0,1
09/03/2023,28,2023-03-09,3,3,2023,68,0,1,1,0,0,0,0,1,0
10/03/2023,35,2023-03-10,4,3,2023,69,0,1,1,0,0,0,1,0,0
11/03/2023,8,2023-03-11,5,3,2023,70,0,1,1,0,0,0,1,0,0
12/03/2023,16,2023-03-12,6,3,2023,71,0,1,1,0,0,0,1,0,0
13/03/2023,36,2023-03-13,0,3,2023,72,0,1,1,0,0,0,0,0,1
14/03/2023,30,2023-03-14,1,3,2023,73,0,2,0,0,1,1,0,0,0
15/03/2023,18,2023-03-15,2,3,2023,74,0,0,0,1,0,0,1,0,0
16/03/2023,2,2023-03-16,3,3,2023,75,0,2,0,0,1,0,0,0,1
17/03/2023,49,2023-03-17,4,3,2023,76,0,0,0,1,0,0,0,1,0
18/03/2023,77,2023-03-18,5,3,2023,77,0,2,0,0,1,1,0,0,0
19/03/2023,4,2023-03-19,6,3,2023,78,0,1,1,0,0,0,0,1,0
20/03/2023,90,2023-03-20,0,3,2023,79,0,0,0,1,0,0,0,0,1
21/03/2023,89,2023-03-21,1,3,2023,80,0,0,0,1,0,0,1,0,0
22/03/2023,94,2023-03-22,2,3,2023,81,0,2,0,0,1,0,1,0,0
23/03/2023,75,2023-03-23,3,3,2023,82,0,2,0,0,1,0,0,0,1
24/03/2023,7,2023-03-24,4,3,2023,83,0,0,0,1,0,0,1,0,0
25/03/2023,95,2023-03-25,5,3,2023,84,0,2,0,0,1,1,0,0,0
26/03/2023,74,2023-03-26,6,3,2023,85,0,2,0,0,1,0,0,0,1
27/03/2023,39,2023-03-27,0,3,2023,86,0,2,0,0,1,0,0,1,0
28/03/2023,13,2023-03-28,1,3,2023,87,0,1,1,0,0,0,0,0,1
29/03/2023,31,2023-03-29,2,3,2023,88,0,1,1,0,0,1,0,0,0
30/03/2023,71,2023-03-30,3,3,2023,89,0,2,0,0,1,1,0,0,0
31/03/2023,63,2023-03-31,4,3,2023,90,0,2,0,0,1,0,0,0,1
01/04/2023,56,2023-04-01,5,4,2023,91,0,1,1,0,0,0,0,0,1
02/04/2023,42,2023-04-02,6,4,2023,92,0,1,1,0,0,0,1,0,0
03/04/2023,61,2023-04-03,0,4,2023,93,0,0,0,1,0,1,0,0,0
